video_id,comment_id,sentiment_category,user_scenario,user_question,user_suggestion,positive_cluster_theme,negative_cluster_theme,scenario_cluster_theme,question_cluster_theme,suggestion_cluster_theme
vusOhpE,cQyDuY2hZ,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vKJ2vqX,cQz58h15C,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vIiTZO1,cQzF8kC-T,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vc_of-A,cR-dm6BGT,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🤣   😂 😅 💯 👏 deutsch bro the 1,,,
v4wSOpe,cR0-bzXJU,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vlbVrtw,cR0n75wuT,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vIiTZO1,cR1uFlJMO,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vyTFg05,cR2CnGyny,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vej5bIY,cR3lraH6U,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vRoMHNQ,cR3m9_Km7,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vjEBu9W,cR4xv_A5d,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vMULQIS,cR5Bmom3W,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vnK5t9y,cR6mR-5Qg,3,1,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,た っ し 、 が に て の と で,,
v2cabia,cR9HcpHv9,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vb-Daa_,cRB6w4Jhc,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cRGxl_3ao,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vZNFtEb,cRIbj2XzV,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v-ox8Uw,cRJLK8_gN,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,"  ü ä das der ich kann auch man ,",
v2cabia,cRL4uew_4,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vZNFtEb,cRMO2aOC8,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vgIkaeR,cRMc98AqI,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vOREHMM,cRPHA5Sdv,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,"  ? the it i to . a is ,",
vz-3GxD,cRQT98DN4,1,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,,,,
vgIr-dG,cRSS9-GkK,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vlbVrtw,cRST7PPBT,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vz0mnPd,cRVg5a79S,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vc_of-A,cRXoL1rmt,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vKS-ol0,cRZ0q1PVM,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vRoMHNQ,cRZMJZJHn,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vIiTZO1,cR_ttV2lI,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
v3-vK-4,cRbp097KM,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v2cabia,cRcB3NnjE,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cRgOzkM5x,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,"  . the , i it ? a for to",,,
vIiTZO1,cRgqQ7BJb,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vjEBu9W,cRhpgrFgL,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vlNO1SW,cRiWRviXI,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vz0mnPd,cRjC3vVTp,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vlNO1SW,cRjY5sTnO,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vz0mnPd,cRjuJnEkk,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB0lLSM,cRmj8MH_V,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vz0DmiM,cRnRhf3gl,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vnK5t9y,cRqGCXSNo,3,0,0,0,い の で し な す が て た に,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vz-3GxD,cRr28VndA,3,0,0,1,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,你 。 抹黑 ， 感谢 宣传 被 新疆 天氣 戶外
v2cabia,cRtroDTlA,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v_Ur2e7,cRu-U4DpN,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cRu5W6xkt,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cRv6gW5rt,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vOREHMM,cRvcYbFvF,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vzFysYU,cRwX3r9tM,3,0,1,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,の い か な で ？ す に て 、,
vgmyU_t,cRx7N7e2_,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vnK5t9y,cRz0VFBB2,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vyTFg05,cRz5fv0Q2,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cRzIb6MaJ,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vOqoEVw,cRzw4dzXp,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vz-3GxD,cS-JZ9pOe,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vOqoEVw,cS1wGCA61,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vOU2rJb,cS2aXysqc,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cS2rhjBt3,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgXp8qe,cS3IiWcRO,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIiTZO1,cS43YEWso,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vOqoEVw,cS4_ekTeW,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIUVexk,cS7kvPl45,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vusOhpE,cS8Pwq1VF,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vz0DmiM,cS9Q1C87U,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vjqfJjv,cS9XYBnfq,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIiTZO1,cS9ZEPoFX,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😳   ohne 😂 30 nur 😅 es is ?,,,
v0nP_KB,cSBuXgkKE,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vC3BRAo,cSC-B8GbS,3,0,1,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,の い か な で ？ す に て 、,
vlNO1SW,cSD4q_C0G,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cSDMMIZM8,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v-ox8Uw,cSDZE-gkG,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vdbLgWS,cSErMVFem,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vr_LT5A,cSFR7wTL-,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
v4wSOpe,cSGAU0hwb,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vUfYwzN,cSGeNtSDF,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyumcj7,cSIhPJPxa,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v0nP_KB,cSIqU8RPt,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v2cabia,cSIyLQLEz,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cSJUbC75U,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vz0DmiM,cSK1ekspc,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v7lX8Ro,cSK9eXh8t,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vKJ2vqX,cSKiWq57X,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vJOK_jc,cSMgJLwLM,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v4wSOpe,cSMhOOzl5,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,  does support it for ? be or would languages,
vdzrIP2,cSNP2JpUu,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
v2cabia,cSPU46CAR,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v-ox8Uw,cSQ2JSHnt,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgmyU_t,cSQGhrg_y,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vOqoEVw,cSSGOsTAz,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vgIr-dG,cSTfBvQJf,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cSUMhLIzq,3,0,0,1,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,你们 😂 。 开 账号 抖音 应该 < > br
v129LuD,cSVVSnXZV,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  does support it for ? be or would languages,
vwm_9ft,cSXDI-wS5,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vZNFtEb,cSXn7tYrL,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vyTFg05,cSY1aOQ-L,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vC3BRAo,cS_3zRiKr,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vgIr-dG,cSaKzfJcL,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vgXp8qe,cSaxiekMR,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vOU2rJb,cSc1W21jA,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vMULQIS,cSfmneoyd,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v7lX8Ro,cSjzYUhNt,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
vKJ2vqX,cSkDeVid5,3,0,1,0,"  / > < = "" br : a href",  ? ! is 🎉 so this good video .,,"/   = "" > < : a href .",
vjEBu9W,cSkNGEAGp,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vyumcj7,cSlST2Wv3,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vZBnD1J,cSnui37iz,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vlbVrtw,cSpH8bZUj,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vTOfPvS,cSpj_758Y,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vnK5t9y,cSq4lstTC,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vZNFtEb,cSqkMxdfj,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vyTFg05,cStUELjtE,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vRoMHNQ,cSxgsNeyJ,3,1,1,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,  ？ # xfaiyx translator smart つ は そ ど,の い か な で ？ す に て 、,
vZNFtEb,cSxjWr_4M,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vdzrIP2,cSy2KirTS,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cT3ESOQKl,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vMSQja0,cT3sxaDs6,1,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,,,,
vhIxU0L,cT46aSBVq,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vnK5t9y,cT4LYX2Lr,3,0,1,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,の い か な で ？ す に て 、,
vgIr-dG,cT4NzGMCx,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vlNO1SW,cT66GuBi8,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v7lX8Ro,cT7Ij6jHN,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,  does support it for ? be or would languages,
vlbVrtw,cT7qbuqVK,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vIiTZO1,cT9dQU-x8,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v4wSOpe,cTATyAicI,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
vgXp8qe,cTBUYVHSi,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
vgXp8qe,cTCj__BBT,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB0lLSM,cTEbdOHEh,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vyTFg05,cTFQCvy7E,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vdKeRm9,cTFxcLTue,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vwK0Ro5,cTGYTtpzK,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vUfYwzN,cTGsPzFic,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vlbVrtw,cTH20ZV3p,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vKJ2vqX,cTICUJdMF,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vMSQja0,cTITLHVKq,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v4Htv2Q,cTIXU5iRy,3,0,1,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,的 ？   ， 可以 。 이 吗 这个 錄音筆,
vlbVrtw,cTIoCnJpW,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vvyoPyo,cTJQiY8dd,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,  does support it for ? be or would languages,
vRoMHNQ,cTL8VqXgd,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vgIr-dG,cTLZ38c1J,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v4Htv2Q,cTMWgUJdR,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vUfYwzN,cTQLo0VeD,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIiTZO1,cTR6XkwS5,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
vyTFg05,cTUn1HFwu,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vIiTZO1,cTUzbR06a,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vKJ2vqX,cTVAm0OLJ,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v3-vK-4,cTWegAjXy,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vgIr-dG,cTaFFm7kD,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v_Ur2e7,cTaKcJJdw,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vZNFtEb,cTaSpRNDw,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vJAQbN9,cTb4BTlSW,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vwK0Ro5,cTcYozD8x,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vgIr-dG,cTdS4ZJ82,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vOREHMM,cTetxPD_4,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIiTZO1,cTfBaRwGP,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v7lX8Ro,cTfY0Dtuz,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vJOK_jc,cThXjm7OH,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cThvA8IN_,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vwK0Ro5,cTiF-ePlR,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vgIr-dG,cTimroGpU,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIUVexk,cTjqPK9jQ,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vKS-ol0,cTm4eYwba,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vz-3GxD,cTmjVsso3,1,0,0,1,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,,,,的 xfaiyx   ， 最好 、 是 在 翻译 ！
vdzrIP2,cToHyoaXw,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vnK5t9y,cToLRQN6C,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vJAQbN9,cTpra1-bK,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vc_of-A,cTrR-H_0x,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vdKeRm9,cTsIhVXoz,3,0,1,0,"  / > < = "" br : a href",い の 。 😁 で な し す ， が,,"/   = "" > < : a href .",
vKS-ol0,cTsT0bapa,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vJOK_jc,cTsf5ow0v,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vdzrIP2,cTsiM-1FV,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vz-3GxD,cTudvGviU,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vC3BRAo,cTvV41Wu0,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vlNO1SW,cTwp5x2h-,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cTxBPyBsF,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vZNFtEb,cTxQ1aZ4E,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vlNO1SW,cTy6rhqvI,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vc_of-A,cTzzEJtJZ,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vyTFg05,cU-PCFGeG,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vOqoEVw,cU0luOyHz,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vJOK_jc,cU0m11e2Y,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vZNFtEb,cU5wXWeCj,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vJAQbN9,cU6S6vlBP,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,😂   carrie nice ❤ ! is nick ? you,,,
vIiTZO1,cU6ZSCdoa,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😳   ohne 😂 30 nur 😅 es is ?,,,
vIiTZO1,cU6kSKuXE,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vwm_9ft,cU8aXRsEz,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
vRoMHNQ,cUAxSqTOT,3,0,1,0,"  / > < = "" br : a href",い の 。 😁 で な し す ， が,,"/   = "" > < : a href .",
vz-3GxD,cUC0s6UaC,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,い の 。 😁 で な し す ， が,,,
vOqoEVw,cUC67N2u6,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vc_of-A,cUChYYQJ8,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
vHahKrc,cUH3CJmXx,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vIiTZO1,cUI9aIjOL,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vjqfJjv,cUJcXnUOs,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vnK5t9y,cULm4bGn6,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
vyTFg05,cULzlqE1Y,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vjEBu9W,cUPSJeokl,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vZNFtEb,cURXczzIH,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,的 ？   ， 可以 。 이 吗 这个 錄音筆,
vyTFg05,cUU9yE5ab,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v7lX8Ro,cUVfOHEx9,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  does support it for ? be or would languages,
vMULQIS,cUViLw_0D,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vIiTZO1,cUWArgaan,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😳   ohne 😂 30 nur 😅 es is ?,,,
vyTFg05,cUY7a-Hr6,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vgmyU_t,cUZ66ved7,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  does support it for ? be or would languages,
vz-3GxD,cU_gAE6mX,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vIiTZO1,cUaZOq-IR,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vhIxU0L,cUbkgHdsi,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,  does support it for ? be or would languages,
vej5bIY,cUbtWL42Z,3,0,0,0,"  / > < = "" br : a href",  ? ! is 🎉 so this good video .,,,
vyTFg05,cUcU6lEgh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vjEBu9W,cUdChcKd-,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIiTZO1,cUfOFu2aK,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vKS-ol0,cUfOz4j8P,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v4Htv2Q,cUfoPLbWm,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vIiTZO1,cUgE7cCAp,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vyTFg05,cUhTKHBjm,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vnK5t9y,cUm5haVEc,3,0,0,0,い の で し な す が て た に,い の 。 😁 で な し す ， が,,,
